dialogue;class
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Могу ли я инвестировать меньше 1,5 млн. руб.?  —  В качестве физического лица согласно ФЗ-151 от Вас принимаются инвестиции от 1,5 млн. руб. (норма ФЗ-151), при этом ""Сбербанк Инвестор"" будет являться налоговым агентом для Вас (будет выплачивать подоходный налог на доход физического лица с суммы начисленных процентов). В качестве юридического лица или индивидуального предпринимателя Вы можете инвестировать не менее 300 тыс. руб. (согласно Правил ""Сбербанк Инвестор""), при этом обязанность по уплате налога на доход в виде процентов по займу ложится на Вас.  —  Почему Вы не используете фирму-«прокладку» для привлечения от физических лиц сумм, меньше 1,5 млн. руб.?  —  В ""Сбербанк Инвестор"" не применяются схемы обхода действующего ФЗ-151, в том числе и в виде создания аффилированной организации, которая привлекает инвестиции суммами, менее 1,5 млн. руб., и выдает их основной компании консолидированным займом, превышающим 1,5 млн. руб. Любая проверка регулятора таких аффилированных организаций приводит к штрафу, началу разбирательств, направлению документов по факту проверки в Следственный комитет РФ.  В конечном итоге все это приводит к невозврату инвестиций, так как после таких проверок и разбирательств у организаций уже не остается денежных средств.  —  Мне предложили инвестировать под существенно большую ставку — 10% в месяц, в другой микрофинансовой организации. Вы можете предложить такие условия?  —  ""Сбербанк Инвестор"" не может предложить Вам таких условий, когда текущая деятельность не может обеспечить необходимого дохода и покрытие обязательств перед старыми инвесторами необходимо производить из средств новых инвесторов (схема Понци, или «финансовая пирамида» — нарушение ст. 159 УК РФ «Мошенничество»). Вместо этого ""Сбербанк Инвестор"" предлагает стабильные, доходные и безопасные инвестиции по ставке до 23% годовых, застрахованные в страховой компании, привлечение которых регламентируется ФЗ-151, а сама деятельность регулируется Министерством финансов и Банком России.  —  Каков риск инвестиций в финансовые организации?  —  Во-первых, в ""Сбербанк Инвестор"" выполняется приказ Министерства Финансов РФ от 19.04.2011 №43н «Экономические нормативы достаточности собственных средств и ликвидности МФО...», согласно которому норматив ликвидности устанавливается в размере не менее 70%. Во-вторых, инвестиции обеспечиваются обязательствами клиентов ""Сбербанк Инвестор"", то есть в случае отсутствия ликвидности на фирме Ваши инвестиции будут возвращены в виде выданных клиентам микрозаймов. В-третьих, финансовая ответственность ""Сбербанк Инвестор""  перед инвесторами застрахована в страховой компании, то есть в случае невозможности выплат организацией Ваших инвестиций, они будут выплачены страховой компанией «Сбербанк Инвестор». Если вероятность наступления каждого негативного сценария равна 20%, то из теоремы умножения вероятностей P(ABC)=P(A)P(B|A)P(C|AB) следует, что одновременное наступление всех 3-х негативный сценариев равно 20%*(20%*20%)*(20%*20%*20%)=0,01%. А значит Ваши инвестиции защищены на 100%-0,01%=99,9%..  —  Какие есть документальные подтверждения, что вы работаете с данными организациями, ведь они играют ключевую роль в деятельности?  —  С каждой организацией заключен договор. В случае предварительного согласия на наше сотрудничество возможно предоставление копий договоров.  —  Надо посоветоваться с сестрой.  —  Мы подготовим для Вашей сестры предложение, пришлем его на вашу электронную почту и обсудим позже. Хорошо?  —  Нет времени.  —  Конечно, мы уважаем ваше время. Мы покажем, сколько Вы сможете  заработать дополнительно с нашей компанией. Если поймем толк, то, наверно, не интересно отказываться от прибыли. Но, если вы поймете, что не интересно - это не интересно.  —  Хорошо, я буду держать Вас в курсе дел. До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Мне, как физ. лицу, предложили инвестировать гораздо меньшую сумму в другой микрофинансовой организации. Вы можете предложить такие условия?  —  Минимальная сумма для инвестиций физических лиц в микрофинансовые организации ограничена 1,5 млн. руб. Так как ""Сбербанк Инвестор"" не нарушает законы (и ФЗ-151 в частности), то не может принять меньшую сумму от физических лиц.  —  Какую максимальную доходность в месяц я могу получить?  —  Вы гарантированно получаете до 2% а месяц. На сайте www.sberbank.ru можно рассчитать доходность инвестиций в зависимости от срока.  —  Нарушаете ли вы действующее законодательство?  —  В ""Сбербанк Инвестор"" соблюдается ФЗ-151 «О микрофинансовой деятельности и микрофинансовых организациях». Именно поэтому инвестиции от физических лиц привлекаются в размере от 1,5 млн. руб — данная норма прописана в законе.  —  Могу ли я инвестировать меньше 1,5 млн. руб.?  —  В качестве физического лица согласно ФЗ-151 от Вас принимаются инвестиции от 1,5 млн. руб. (норма ФЗ-151), при этом ""Сбербанк Инвестор"" будет являться налоговым агентом для Вас (будет выплачивать подоходный налог на доход физического лица с суммы начисленных процентов). В качестве юридического лица или индивидуального предпринимателя Вы можете инвестировать не менее 300 тыс. руб. (согласно Правил ""Сбербанк Инвестор""), при этом обязанность по уплате налога на доход в виде процентов по займу ложится на Вас.  —  Есть ли у вас еще офисы?  —  Есть региональные представительства в нескольких городах РФ. Микрозаймы выдаются онлайн, что позволяет работать с клиентами по всей России, а не только в регионах присутствия представительств. Встречи с инвесторами проходят в центральном офисе в Москве (по фактическому, почтовому и юридическому адресу Компании). Также обмен информацией с инвесторами может осуществляться по телефону, электронной почте, скайпу, а обмен документацией - по почте России или транспортной компанией.  —  Я могу обойтись без вашего предложения.  —  Как скажете, давайте я просто расскажу Вам о плюсах, и возможно эта информация будет для Вас полезной в будущем.  —  Я вам перезвоню.  —  Вы знаете, у нас иногда периодами сразу очень много клиентов и надолго приходится занимать телефон. Да и чтобы лишний раз не тратить Вам минуты. Я перезвоню Вам в середине/в конце недели.  —  Спасибо за информацию! До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Какие гарантии я получаю, инвестируя в вашу Компанию?  —  Инвестирование осуществляется на основании подписанного генеральным директором ""Сбербанк Инвестор"" договора займа, имеющего юридическую силу на всей территории РФ. Организация ведет деятельность с 2009 года по одному фактическому, юридическому и почтовому адресу, что можно проверить на сайте Федеральной налоговой службы http://egrul.nalog.ru/. Всегда можно приехать в офис и обсудить все интересующие вопросы.  —  В чем отличия и сходства между вашей организацией и банком?  —  ""Сбербанк Инвестор"" — микрофинансовая организация. Здесь Вы получаете до 23% годовых, это выше, чем в банках, но и процент по выдаваемым клиентам займам составляет 2,5% в день. Инвестиции в ""Сбербанк Инвестор"" застрахованы в страховой компании в полном размере, в отличие от банков, где максимальная компенсация по вкладам «проблемных» банков составляет 700 тыс. руб.  —  Мне предложили аналогичные условия в другой организации. Почему я должен выбрать Вас?  —  В ""Сбербанк Инвестор"" Вы получаете страхование инвестиций за счет компании. В других МФО Вы или будете оплачивать страховку сами, или Вам на соответствующую сумму уменьшат процентный доход по Вашим инвестициям.  —  Мне, как физ. лицу, предложили инвестировать гораздо меньшую сумму в другой микрофинансовой организации. Вы можете предложить такие условия?  —  Минимальная сумма для инвестиций физических лиц в микрофинансовые организации ограничена 1,5 млн. руб. Так как ""Сбербанк Инвестор"" не нарушает законы (и ФЗ-151 в частности), то не может принять меньшую сумму от физических лиц.  —  Могу ли я инвестировать меньше 1,5 млн. руб.?  —  В качестве физического лица согласно ФЗ-151 от Вас принимаются инвестиции от 1,5 млн. руб. (норма ФЗ-151), при этом ""Сбербанк Инвестор"" будет являться налоговым агентом для Вас (будет выплачивать подоходный налог на доход физического лица с суммы начисленных процентов). В качестве юридического лица или индивидуального предпринимателя Вы можете инвестировать не менее 300 тыс. руб. (согласно Правил ""Сбербанк Инвестор""), при этом обязанность по уплате налога на доход в виде процентов по займу ложится на Вас.  —  Много организаций, таких как Ваша.  —  Согласен, не понаслышке сам знаю об этом, но помимо многочисленных плюсов предложения, в ""Сбербанк Инвестор"" Вы получаете страхование инвестиций за счет компании. В других МФО Вы или будете оплачивать страховку сами, или Вам на соответствующую сумму уменьшат процентный доход по Вашим инвестициям.  —  Сколько продержится компания? Не лопнет, как пузырь?  —  Конечно не лопнет, компания вошла на микрофинансовый рынок всерьёз и надолго. Рынок микрофинансирования растет из года в год,  и с каждым годом компания укрепляет свои позиции. К тому же финансовая ответственность организации застрахована перед инвесторами в страховой компании, то есть в случае невозможности выплат организацией Ваших инвестиций, они будут выплачены страховой компанией.  —  Спасибо за информацию! До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Могу ли я инвестировать меньше 1,5 млн. руб.?  —  В качестве физического лица согласно ФЗ-151 от Вас принимаются инвестиции от 1,5 млн. руб. (норма ФЗ-151), при этом ""Сбербанк Инвестор"" будет являться налоговым агентом для Вас (будет выплачивать подоходный налог на доход физического лица с суммы начисленных процентов). В качестве юридического лица или индивидуального предпринимателя Вы можете инвестировать не менее 300 тыс. руб. (согласно Правил ""Сбербанк Инвестор""), при этом обязанность по уплате налога на доход в виде процентов по займу ложится на Вас.  —  Какие есть документальные подтверждения, что вы работаете с данными организациями, ведь они играют ключевую роль в деятельности?  —  С каждой организацией заключен договор. В случае предварительного согласия на наше сотрудничество возможно предоставление копий договоров.  —  Есть ли у вас еще офисы?  —  Есть региональные представительства в нескольких городах РФ. Микрозаймы выдаются онлайн, что позволяет работать с клиентами по всей России, а не только в регионах присутствия представительств. Встречи с инвесторами проходят в центральном офисе в Москве (по фактическому, почтовому и юридическому адресу Компании). Также обмен информацией с инвесторами может осуществляться по телефону, электронной почте, скайпу, а обмен документацией - по почте России или транспортной компанией.  —  Почему Вы не используете фирму-«прокладку» для привлечения от физических лиц сумм, меньше 1,5 млн. руб.?  —  В ""Сбербанк Инвестор"" не применяются схемы обхода действующего ФЗ-151, в том числе и в виде создания аффилированной организации, которая привлекает инвестиции суммами, менее 1,5 млн. руб., и выдает их основной компании консолидированным займом, превышающим 1,5 млн. руб. Любая проверка регулятора таких аффилированных организаций приводит к штрафу, началу разбирательств, направлению документов по факту проверки в Следственный комитет РФ.  В конечном итоге все это приводит к невозврату инвестиций, так как после таких проверок и разбирательств у организаций уже не остается денежных средств.  —  Какие гарантии я получаю, инвестируя в вашу Компанию?  —  Инвестирование осуществляется на основании подписанного генеральным директором ""Сбербанк Инвестор"" договора займа, имеющего юридическую силу на всей территории РФ. Организация ведет деятельность с 2009 года по одному фактическому, юридическому и почтовому адресу, что можно проверить на сайте Федеральной налоговой службы http://egrul.nalog.ru/. Всегда можно приехать в офис и обсудить все интересующие вопросы.  —  Я подумаю...  —  Понимаю, сам принимаю решения всегда взвешенно, и все же я показал Вам плюсы данного предложения, и уже через месяц Вы можете получить первою прибыль! Зачем терять время?  —  Неизвестная компания.  —  Да, компания неизвестная для Вас, но именно с этой компанией, в которой работают профессионалы с большим опытом работы, Вы не только сможете сохранить Ваши инвестиции, но и приумножить их!  —  Ладно. До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Какие есть документальные подтверждения, что вы работаете с данными организациями, ведь они играют ключевую роль в деятельности?  —  С каждой организацией заключен договор. В случае предварительного согласия на наше сотрудничество возможно предоставление копий договоров.  —  Есть ли у вас еще офисы?  —  Есть региональные представительства в нескольких городах РФ. Микрозаймы выдаются онлайн, что позволяет работать с клиентами по всей России, а не только в регионах присутствия представительств. Встречи с инвесторами проходят в центральном офисе в Москве (по фактическому, почтовому и юридическому адресу Компании). Также обмен информацией с инвесторами может осуществляться по телефону, электронной почте, скайпу, а обмен документацией - по почте России или транспортной компанией.  —  Почему Вы не используете фирму-«прокладку» для привлечения от физических лиц сумм, меньше 1,5 млн. руб.?  —  В ""Сбербанк Инвестор"" не применяются схемы обхода действующего ФЗ-151, в том числе и в виде создания аффилированной организации, которая привлекает инвестиции суммами, менее 1,5 млн. руб., и выдает их основной компании консолидированным займом, превышающим 1,5 млн. руб. Любая проверка регулятора таких аффилированных организаций приводит к штрафу, началу разбирательств, направлению документов по факту проверки в Следственный комитет РФ.  В конечном итоге все это приводит к невозврату инвестиций, так как после таких проверок и разбирательств у организаций уже не остается денежных средств.  —  Каков риск инвестиций в финансовые организации?  —  Во-первых, в ""Сбербанк Инвестор"" выполняется приказ Министерства Финансов РФ от 19.04.2011 №43н «Экономические нормативы достаточности собственных средств и ликвидности МФО...», согласно которому норматив ликвидности устанавливается в размере не менее 70%. Во-вторых, инвестиции обеспечиваются обязательствами клиентов ""Сбербанк Инвестор"", то есть в случае отсутствия ликвидности на фирме Ваши инвестиции будут возвращены в виде выданных клиентам микрозаймов. В-третьих, финансовая ответственность ""Сбербанк Инвестор""  перед инвесторами застрахована в страховой компании, то есть в случае невозможности выплат организацией Ваших инвестиций, они будут выплачены страховой компанией «Сбербанк Инвестор». Если вероятность наступления каждого негативного сценария равна 20%, то из теоремы умножения вероятностей P(ABC)=P(A)P(B|A)P(C|AB) следует, что одновременное наступление всех 3-х негативный сценариев равно 20%*(20%*20%)*(20%*20%*20%)=0,01%. А значит Ваши инвестиции защищены на 100%-0,01%=99,9%..  —  Будут ли застрахованы мои инвестиции?  —  Инвестиции застрахованы в страховой компании «СберСтрахование» в соответствии с ФЗ-151. Таким образом, потерять вложенные средства Вы не можете.  —  Я вам перезвоню.  —  Вы знаете, у нас иногда периодами сразу очень много клиентов и надолго приходится занимать телефон. Да и чтобы лишний раз не тратить Вам минуты. Я перезвоню Вам в середине/в конце недели.  —  Надо посоветоваться с сыном.  —  Мы подготовим для Вашего сына предложение, пришлем его на вашу электронную почту и обсудим позже. Хорошо?  —  Хорошо, я буду держать Вас в курсе дел. До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Доброе утро. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Могу ли я инвестировать меньше 1,5 млн. руб.?  —  В качестве физического лица согласно ФЗ-151 от Вас принимаются инвестиции от 1,5 млн. руб. (норма ФЗ-151), при этом ""Сбербанк Инвестор"" будет являться налоговым агентом для Вас (будет выплачивать подоходный налог на доход физического лица с суммы начисленных процентов). В качестве юридического лица или индивидуального предпринимателя Вы можете инвестировать не менее 300 тыс. руб. (согласно Правил ""Сбербанк Инвестор""), при этом обязанность по уплате налога на доход в виде процентов по займу ложится на Вас.  —  Есть ли у вас еще офисы?  —  Есть региональные представительства в нескольких городах РФ. Микрозаймы выдаются онлайн, что позволяет работать с клиентами по всей России, а не только в регионах присутствия представительств. Встречи с инвесторами проходят в центральном офисе в Москве (по фактическому, почтовому и юридическому адресу Компании). Также обмен информацией с инвесторами может осуществляться по телефону, электронной почте, скайпу, а обмен документацией - по почте России или транспортной компанией.  —  Будут ли застрахованы мои инвестиции?  —  Инвестиции застрахованы в страховой компании «СберСтрахование» в соответствии с ФЗ-151. Таким образом, потерять вложенные средства Вы не можете.  —  Нарушаете ли вы действующее законодательство?  —  В ""Сбербанк Инвестор"" соблюдается ФЗ-151 «О микрофинансовой деятельности и микрофинансовых организациях». Именно поэтому инвестиции от физических лиц привлекаются в размере от 1,5 млн. руб — данная норма прописана в законе.  —  Мне предложили аналогичные условия в другой организации. Почему я должен выбрать Вас?  —  В ""Сбербанк Инвестор"" Вы получаете страхование инвестиций за счет компании. В других МФО Вы или будете оплачивать страховку сами, или Вам на соответствующую сумму уменьшат процентный доход по Вашим инвестициям.  —  Сколько продержится компания? Не лопнет, как пузырь?  —  Конечно не лопнет, компания вошла на микрофинансовый рынок всерьёз и надолго. Рынок микрофинансирования растет из года в год,  и с каждым годом компания укрепляет свои позиции. К тому же финансовая ответственность организации застрахована перед инвесторами в страховой компании, то есть в случае невозможности выплат организацией Ваших инвестиций, они будут выплачены страховой компанией.  —  Нет времени.  —  Конечно, мы уважаем ваше время. Мы покажем, сколько Вы сможете  заработать дополнительно с нашей компанией. Если поймем толк, то, наверно, не интересно отказываться от прибыли. Но, если вы поймете, что не интересно - это не интересно.  —  Спасибо за информацию! До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Добрый день. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Каков риск инвестиций в финансовые организации?  —  Во-первых, в ""Сбербанк Инвестор"" выполняется приказ Министерства Финансов РФ от 19.04.2011 №43н «Экономические нормативы достаточности собственных средств и ликвидности МФО...», согласно которому норматив ликвидности устанавливается в размере не менее 70%. Во-вторых, инвестиции обеспечиваются обязательствами клиентов ""Сбербанк Инвестор"", то есть в случае отсутствия ликвидности на фирме Ваши инвестиции будут возвращены в виде выданных клиентам микрозаймов. В-третьих, финансовая ответственность ""Сбербанк Инвестор""  перед инвесторами застрахована в страховой компании, то есть в случае невозможности выплат организацией Ваших инвестиций, они будут выплачены страховой компанией «Сбербанк Инвестор». Если вероятность наступления каждого негативного сценария равна 20%, то из теоремы умножения вероятностей P(ABC)=P(A)P(B|A)P(C|AB) следует, что одновременное наступление всех 3-х негативный сценариев равно 20%*(20%*20%)*(20%*20%*20%)=0,01%. А значит Ваши инвестиции защищены на 100%-0,01%=99,9%..  —  Как соотносятся расходы организации с доходом в 2,5% в день? С какими организациями-партнерами вы работаете?  —  Ставка 2,5% в день покрывает безнадежные долги, расходы организации, связанные с экономической деятельностью (затраты на информационное обслуживание, скоринг, выдачу, возврат и пр.), и выплаты инвесторам по ставке до 23% годовых. Благодаря работе с «Объединенным кредитным бюро» (в числе его учредителей Сбербанк России) — лидером роста среди ведущих бюро кредитных историй России, риск выдать заём неблагонадежному клиенту (с плохой кредитной историей) сводится к минимуму. Если же заёмщик длительное время не осуществляет возврат займа, то взысканием занимается «Руссколлектор» — профессиональное коллекторское агентство, входящее в состав Национальной ассоциации профессиональных коллеторских агентств (НАПКА).  —  Нарушаете ли вы действующее законодательство?  —  В ""Сбербанк Инвестор"" соблюдается ФЗ-151 «О микрофинансовой деятельности и микрофинансовых организациях». Именно поэтому инвестиции от физических лиц привлекаются в размере от 1,5 млн. руб — данная норма прописана в законе.  —  Есть ли у вас еще офисы?  —  Есть региональные представительства в нескольких городах РФ. Микрозаймы выдаются онлайн, что позволяет работать с клиентами по всей России, а не только в регионах присутствия представительств. Встречи с инвесторами проходят в центральном офисе в Москве (по фактическому, почтовому и юридическому адресу Компании). Также обмен информацией с инвесторами может осуществляться по телефону, электронной почте, скайпу, а обмен документацией - по почте России или транспортной компанией.  —  Есть ли свидетельства или разрешения на осуществление вашей деятельности?  —  ""Сбербанк Инвестор"" имеет Свидетельство ФСФР (сейчас - СБРФР) №123456, выданное бессрочно. В реестре микрофинансовых организаций на сайте Банка России есть запись о включении.  —  Надо посоветоваться с мужем.  —  Подскажите, пожалуйста, а какие конкретно моменты вызывают у Вас необходимость посоветоваться? Ведь  у человека, с которым вы будете советоваться, наверняка тоже какие-то вопросы возникнут. Можем ли мы с Вами так поступить, и оставить Вас неподготовленным? Давайте, Вы посоветуетесь, составите список вопросов, а я Вам перезвоню и отвечу на них. Договорились?  —  Ничего нового.  —  Само собой велосипед никто не изобретает, мы работаем по проверенным алгоритмам, я просто предлагаю рассказать о предложении более детально, чтобы Вы  поняли всю инвестиционную привлекательность.  —  Ладно. До свидания!  —  Спасибо. Хорошего Вам дня!";1
" —  Добрый вечер. Компания «Сбербанк Инвестор». Скажите, Вам удобно говорить?  —  Здравствуйте, да.  —  АО «Сбербанк Инвестор» — микрофинансовая организация, в которой Вы получаете до 23% годовых. Сейчас мы информируем заинтересованных лиц о возможности этих выгодных инвестиций. Вам бы хотелось узнать подробнее?  —  Да, давайте.  —  Что Вы хотите узнать?  —  Какие есть документальные подтверждения, что вы работаете с данными организациями, ведь они играют ключевую роль в деятельности?  —  С каждой организацией заключен договор. В случае предварительного согласия на наше сотрудничество возможно предоставление копий договоров.  —  Какие гарантии я получаю, инвестируя в вашу Компанию?  —  Инвестирование осуществляется на основании подписанного генеральным директором ""Сбербанк Инвестор"" договора займа, имеющего юридическую силу на всей территории РФ. Организация ведет деятельность с 2009 года по одному фактическому, юридическому и почтовому адресу, что можно проверить на сайте Федеральной налоговой службы http://egrul.nalog.ru/. Всегда можно приехать в офис и обсудить все интересующие вопросы.  —  Какую максимальную доходность в месяц я могу получить?  —  Вы гарантированно получаете до 2% а месяц. На сайте www.sberbank.ru можно рассчитать доходность инвестиций в зависимости от срока.  —  Будут ли застрахованы мои инвестиции?  —  Инвестиции застрахованы в страховой компании «СберСтрахование» в соответствии с ФЗ-151. Таким образом, потерять вложенные средства Вы не можете.  —  Мне предложили инвестировать под существенно большую ставку — 10% в месяц, в другой микрофинансовой организации. Вы можете предложить такие условия?  —  ""Сбербанк Инвестор"" не может предложить Вам таких условий, когда текущая деятельность не может обеспечить необходимого дохода и покрытие обязательств перед старыми инвесторами необходимо производить из средств новых инвесторов (схема Понци, или «финансовая пирамида» — нарушение ст. 159 УК РФ «Мошенничество»). Вместо этого ""Сбербанк Инвестор"" предлагает стабильные, доходные и безопасные инвестиции по ставке до 23% годовых, застрахованные в страховой компании, привлечение которых регламентируется ФЗ-151, а сама деятельность регулируется Министерством финансов и Банком России.  —  Ничего нового.  —  Само собой велосипед никто не изобретает, мы работаем по проверенным алгоритмам, я просто предлагаю рассказать о предложении более детально, чтобы Вы  поняли всю инвестиционную привлекательность.  —  Я подумаю...  —  Понимаю, сам принимаю решения всегда взвешенно, и все же я показал Вам плюсы данного предложения, и уже через месяц Вы можете получить первою прибыль! Зачем терять время?  —  Ладно. До свидания!  —  Спасибо. Хорошего Вам дня!";1
